entry_utc,event_slug,market_slug,city,target_date,lead_days,side,bucket,price,shares,stake,fee,p_model,market_prob,edge,n_members,potential_profit,status,payout,pnl,settle_utc
2026-07-21T16:00:06Z,highest-temperature-in-houston-on-july-22-2026,highest-temperature-in-houston-on-july-22-2026-100-101f,houston,2026-07-22,1,NO,100-101°F,0.59,16.95,10.0,0.205,0.032,0.41,0.378,31,6.74,won,16.95,6.74,2026-07-23T10:00:12Z
2026-07-21T16:00:06Z,highest-temperature-in-manila-on-july-22-2026,highest-temperature-in-manila-on-july-22-2026-33c,manila,2026-07-22,1,NO,33°C,0.6,16.67,10.0,0.2,0.032,0.4,0.368,31,6.47,lost,0.0,-10.2,2026-07-23T10:00:12Z
2026-07-21T17:00:20Z,highest-temperature-in-london-on-july-21-2026,highest-temperature-in-london-on-july-21-2026-21c,london,2026-07-21,0,NO,21°C,0.202,49.5,10.0,0.399,0.0,0.798,0.798,31,39.1,won,49.5,39.1,2026-07-22T10:00:07Z
2026-07-21T17:00:20Z,highest-temperature-in-toronto-on-july-21-2026,highest-temperature-in-toronto-on-july-21-2026-24c,toronto,2026-07-21,0,NO,24°C,0.43,23.26,10.0,0.2851,0.0,0.57,0.57,31,12.97,lost,0.0,-10.29,2026-07-22T10:00:07Z
2026-07-21T17:00:20Z,highest-temperature-in-singapore-on-july-23-2026,highest-temperature-in-singapore-on-july-23-2026-28c,singapore,2026-07-23,2,YES,28°C,0.032,312.5,10.0,0.484,0.452,0.032,0.42,31,302.02,open,,,
2026-07-21T17:00:20Z,highest-temperature-in-beijing-on-july-22-2026,highest-temperature-in-beijing-on-july-22-2026-28c,beijing,2026-07-22,1,NO,28°C,0.59,16.95,10.0,0.205,0.0,0.41,0.41,31,6.74,lost,0.0,-10.21,2026-07-23T10:00:12Z
2026-07-21T18:00:10Z,highest-temperature-in-nyc-on-july-21-2026,highest-temperature-in-nyc-on-july-21-2026-82-83f,nyc,2026-07-21,0,NO,82-83°F,0.18,55.56,10.0,0.41,0.0,0.82,0.82,31,45.15,lost,0.0,-10.41,2026-07-22T10:00:07Z
2026-07-22T10:00:07Z,highest-temperature-in-miami-on-july-23-2026,highest-temperature-in-miami-on-july-23-2026-88-89f,miami,2026-07-23,1,YES,88-89°F,0.04,250.0,10.0,0.48,0.935,0.04,0.895,31,239.52,open,,,
2026-07-22T10:00:07Z,highest-temperature-in-kuala-lumpur-on-july-22-2026,highest-temperature-in-kuala-lumpur-on-july-22-2026-31c,kuala-lumpur,2026-07-22,0,NO,31°C,0.03,333.33,10.0,0.485,0.097,0.97,0.873,31,322.84,lost,0.0,-10.48,2026-07-23T10:00:12Z
2026-07-22T10:00:07Z,highest-temperature-in-qingdao-on-july-22-2026,highest-temperature-in-qingdao-on-july-22-2026-29c,qingdao,2026-07-22,0,NO,29°C,0.027,370.37,10.0,0.4865,0.161,0.973,0.812,31,359.88,lost,0.0,-10.49,2026-07-23T10:00:12Z
2026-07-22T10:00:07Z,highest-temperature-in-lucknow-on-july-22-2026,highest-temperature-in-lucknow-on-july-22-2026-33c,lucknow,2026-07-22,0,NO,33°C,0.16,62.5,10.0,0.42,0.032,0.84,0.808,31,52.08,lost,0.0,-10.42,2026-07-23T10:00:12Z
2026-07-22T10:00:07Z,highest-temperature-in-chongqing-on-july-23-2026,highest-temperature-in-chongqing-on-july-23-2026-38c,chongqing,2026-07-23,1,YES,38°C,0.06,166.67,10.0,0.47,0.774,0.06,0.714,31,156.2,open,,,
2026-07-22T10:00:07Z,highest-temperature-in-karachi-on-july-24-2026,highest-temperature-in-karachi-on-july-24-2026-32c,karachi,2026-07-24,2,YES,32°C,0.022,454.55,10.0,0.489,0.71,0.022,0.688,31,444.06,open,,,
2026-07-22T10:00:07Z,highest-temperature-in-chengdu-on-july-23-2026,highest-temperature-in-chengdu-on-july-23-2026-36c,chengdu,2026-07-23,1,YES,36°C,0.032,312.5,10.0,0.484,0.71,0.032,0.678,31,302.02,open,,,
2026-07-22T10:00:07Z,highest-temperature-in-wellington-on-july-24-2026,highest-temperature-in-wellington-on-july-24-2026-13c,wellington,2026-07-24,2,YES,13°C,0.269,37.17,10.0,0.3655,0.903,0.269,0.634,31,26.8,open,,,
2026-07-22T10:00:07Z,highest-temperature-in-san-francisco-on-july-22-2026,highest-temperature-in-san-francisco-on-july-22-2026-74-75f,san-francisco,2026-07-22,0,YES,74-75°F,0.32,31.25,10.0,0.34,0.903,0.32,0.583,31,20.91,lost,0.0,-10.34,2026-07-23T10:00:12Z
2026-07-22T10:00:07Z,highest-temperature-in-san-francisco-on-july-23-2026,highest-temperature-in-san-francisco-on-july-23-2026-74-75f,san-francisco,2026-07-23,1,YES,74-75°F,0.03,333.33,10.0,0.485,0.613,0.03,0.583,31,322.84,open,,,
2026-07-22T11:00:15Z,highest-temperature-in-singapore-on-july-24-2026,highest-temperature-in-singapore-on-july-24-2026-29c,singapore,2026-07-24,2,YES,29°C,0.025,400.0,10.0,0.4875,0.613,0.025,0.588,31,389.51,open,,,
2026-07-22T11:00:15Z,highest-temperature-in-tel-aviv-on-july-24-2026,highest-temperature-in-tel-aviv-on-july-24-2026-32c,tel-aviv,2026-07-24,2,NO,32°C,0.42,23.81,10.0,0.29,0.0,0.58,0.58,31,13.52,open,,,
2026-07-22T11:00:15Z,highest-temperature-in-kuala-lumpur-on-july-24-2026,highest-temperature-in-kuala-lumpur-on-july-24-2026-30c,kuala-lumpur,2026-07-24,2,YES,30°C,0.07,142.86,10.0,0.465,0.645,0.07,0.575,31,132.4,open,,,
2026-07-22T11:00:15Z,highest-temperature-in-shenzhen-on-july-24-2026,highest-temperature-in-shenzhen-on-july-24-2026-32c,shenzhen,2026-07-24,2,YES,32°C,0.18,55.56,10.0,0.41,0.742,0.18,0.562,31,45.15,open,,,
2026-07-22T11:00:15Z,highest-temperature-in-hong-kong-on-july-23-2026,highest-temperature-in-hong-kong-on-july-23-2026-32c,hong-kong,2026-07-23,1,YES,32°C,0.16,62.5,10.0,0.42,0.71,0.16,0.55,31,52.08,open,,,
2026-07-22T11:00:15Z,highest-temperature-in-madrid-on-july-22-2026,highest-temperature-in-madrid-on-july-22-2026-39c,madrid,2026-07-22,0,NO,39°C,0.3,33.33,10.0,0.35,0.161,0.7,0.539,31,22.98,lost,0.0,-10.35,2026-07-23T10:00:12Z
2026-07-22T11:00:15Z,highest-temperature-in-taipei-on-july-23-2026,highest-temperature-in-taipei-on-july-23-2026-33c,taipei,2026-07-23,1,YES,33°C,0.06,166.67,10.0,0.47,0.581,0.06,0.521,31,156.2,open,,,
2026-07-22T11:00:15Z,highest-temperature-in-jeddah-on-july-22-2026,highest-temperature-in-jeddah-on-july-22-2026-38c,jeddah,2026-07-22,0,NO,38°C,0.4,25.0,10.0,0.3,0.097,0.6,0.503,31,14.7,lost,0.0,-10.3,2026-07-23T10:00:12Z
2026-07-22T11:00:15Z,highest-temperature-in-panama-city-on-july-22-2026,highest-temperature-in-panama-city-on-july-22-2026-31c,panama-city,2026-07-22,0,NO,31°C,0.53,18.87,10.0,0.235,0.0,0.47,0.47,31,8.64,won,18.87,8.64,2026-07-23T10:00:12Z
2026-07-22T11:00:15Z,highest-temperature-in-miami-on-july-23-2026,highest-temperature-in-miami-on-july-23-2026-92-93f,miami,2026-07-23,1,NO,92-93°F,0.53,18.87,10.0,0.235,0.0,0.47,0.47,31,8.64,open,,,
2026-07-22T12:00:06Z,highest-temperature-in-chengdu-on-july-24-2026,highest-temperature-in-chengdu-on-july-24-2026-35corbelow,chengdu,2026-07-24,2,YES,<=35°C,0.021,476.19,10.0,0.4895,0.903,0.021,0.882,31,465.7,open,,,
2026-07-22T12:00:06Z,highest-temperature-in-chongqing-on-july-24-2026,highest-temperature-in-chongqing-on-july-24-2026-37c,chongqing,2026-07-24,2,YES,37°C,0.038,263.16,10.0,0.481,0.613,0.038,0.575,31,252.68,open,,,
2026-07-22T12:00:06Z,highest-temperature-in-munich-on-july-22-2026,highest-temperature-in-munich-on-july-22-2026-25c,munich,2026-07-22,0,NO,25°C,0.43,23.26,10.0,0.2851,0.032,0.57,0.538,31,12.97,lost,0.0,-10.29,2026-07-23T10:00:12Z
2026-07-22T12:00:06Z,highest-temperature-in-helsinki-on-july-22-2026,highest-temperature-in-helsinki-on-july-22-2026-18c,helsinki,2026-07-22,0,NO,18°C,0.27,37.04,10.0,0.365,0.194,0.73,0.536,31,26.68,won,37.04,26.68,2026-07-23T10:00:12Z
2026-07-22T12:00:06Z,highest-temperature-in-taipei-on-july-24-2026,highest-temperature-in-taipei-on-july-24-2026-33c,taipei,2026-07-24,2,YES,33°C,0.027,370.37,10.0,0.4865,0.548,0.027,0.521,31,359.88,open,,,
2026-07-22T12:00:06Z,highest-temperature-in-wellington-on-july-24-2026,highest-temperature-in-wellington-on-july-24-2026-14c,wellington,2026-07-24,2,NO,14°C,0.45,22.22,10.0,0.275,0.065,0.55,0.485,31,11.94,open,,,
2026-07-22T12:00:06Z,highest-temperature-in-chongqing-on-july-23-2026,highest-temperature-in-chongqing-on-july-23-2026-40c,chongqing,2026-07-23,1,NO,40°C,0.55,18.18,10.0,0.225,0.0,0.45,0.45,31,7.96,open,,,
2026-07-22T12:00:06Z,highest-temperature-in-singapore-on-july-24-2026,highest-temperature-in-singapore-on-july-24-2026-32c,singapore,2026-07-24,2,NO,32°C,0.55,18.18,10.0,0.225,0.0,0.45,0.45,31,7.96,open,,,
2026-07-22T12:00:06Z,highest-temperature-in-miami-on-july-22-2026,highest-temperature-in-miami-on-july-22-2026-90-91f,miami,2026-07-22,0,NO,90-91°F,0.57,17.54,10.0,0.215,0.0,0.43,0.43,31,7.32,won,17.54,7.32,2026-07-23T10:00:12Z
2026-07-22T12:00:06Z,highest-temperature-in-mexico-city-on-july-23-2026,highest-temperature-in-mexico-city-on-july-23-2026-28c,mexico-city,2026-07-23,1,NO,28°C,0.58,17.24,10.0,0.21,0.0,0.42,0.42,31,7.03,open,,,
2026-07-22T13:00:03Z,highest-temperature-in-istanbul-on-july-22-2026,highest-temperature-in-istanbul-on-july-22-2026-34corhigher,istanbul,2026-07-22,0,NO,>=34°C,0.036,277.78,10.0,0.482,0.0,0.964,0.964,31,267.3,lost,0.0,-10.48,2026-07-23T10:00:12Z
2026-07-22T13:00:03Z,highest-temperature-in-shanghai-on-july-23-2026,highest-temperature-in-shanghai-on-july-23-2026-36c,shanghai,2026-07-23,1,NO,36°C,0.49,20.41,10.0,0.255,0.0,0.51,0.51,31,10.15,open,,,
2026-07-22T13:00:03Z,highest-temperature-in-istanbul-on-july-22-2026,highest-temperature-in-istanbul-on-july-22-2026-31c,istanbul,2026-07-22,0,YES,31°C,0.055,181.82,10.0,0.4725,0.516,0.055,0.461,31,171.35,lost,0.0,-10.47,2026-07-23T10:00:12Z
2026-07-22T13:00:03Z,highest-temperature-in-hong-kong-on-july-24-2026,highest-temperature-in-hong-kong-on-july-24-2026-32c,hong-kong,2026-07-24,2,YES,32°C,0.22,45.45,10.0,0.39,0.645,0.22,0.425,31,35.06,open,,,
2026-07-22T13:00:03Z,highest-temperature-in-helsinki-on-july-24-2026,highest-temperature-in-helsinki-on-july-24-2026-21c,helsinki,2026-07-24,2,NO,21°C,0.58,17.24,10.0,0.21,0.0,0.42,0.42,31,7.03,open,,,
2026-07-22T13:00:03Z,highest-temperature-in-amsterdam-on-july-24-2026,highest-temperature-in-amsterdam-on-july-24-2026-23c,amsterdam,2026-07-24,2,NO,23°C,0.55,18.18,10.0,0.225,0.032,0.45,0.418,31,7.96,open,,,
2026-07-22T13:00:03Z,highest-temperature-in-austin-on-july-22-2026,highest-temperature-in-austin-on-july-22-2026-106-107f,austin,2026-07-22,0,YES,106-107°F,0.099,101.01,10.0,0.4505,0.516,0.099,0.417,31,90.56,lost,0.0,-10.45,2026-07-23T10:00:12Z
2026-07-22T13:00:03Z,highest-temperature-in-shenzhen-on-july-23-2026,highest-temperature-in-shenzhen-on-july-23-2026-33c,shenzhen,2026-07-23,1,NO,33°C,0.56,17.86,10.0,0.22,0.032,0.44,0.408,31,7.64,open,,,
2026-07-22T13:00:03Z,highest-temperature-in-chicago-on-july-23-2026,highest-temperature-in-chicago-on-july-23-2026-80-81f,chicago,2026-07-23,1,YES,80-81°F,0.18,55.56,10.0,0.41,0.581,0.18,0.401,31,45.15,open,,,
2026-07-22T13:00:03Z,highest-temperature-in-taipei-on-july-23-2026,highest-temperature-in-taipei-on-july-23-2026-35c,taipei,2026-07-23,1,NO,35°C,0.6,16.67,10.0,0.2,0.0,0.4,0.4,31,6.47,open,,,
2026-07-22T14:00:12Z,highest-temperature-in-helsinki-on-july-22-2026,highest-temperature-in-helsinki-on-july-22-2026-19c,helsinki,2026-07-22,0,NO,19°C,0.056,178.57,10.0,0.472,0.226,0.944,0.718,31,168.1,lost,0.0,-10.47,2026-07-23T10:00:12Z
2026-07-22T14:00:12Z,highest-temperature-in-amsterdam-on-july-22-2026,highest-temperature-in-amsterdam-on-july-22-2026-20c,amsterdam,2026-07-22,0,NO,20°C,0.05,200.0,10.0,0.475,0.387,0.95,0.563,31,189.53,lost,0.0,-10.47,2026-07-23T10:00:12Z
2026-07-22T14:00:12Z,highest-temperature-in-hong-kong-on-july-23-2026,highest-temperature-in-hong-kong-on-july-23-2026-34c,hong-kong,2026-07-23,1,NO,34°C,0.576,17.36,10.0,0.212,0.0,0.424,0.424,31,7.15,open,,,
2026-07-22T14:00:12Z,highest-temperature-in-hong-kong-on-july-23-2026,highest-temperature-in-hong-kong-on-july-23-2026-33c,hong-kong,2026-07-23,1,NO,33°C,0.58,17.24,10.0,0.21,0.0,0.42,0.42,31,7.03,open,,,
2026-07-22T14:00:12Z,highest-temperature-in-austin-on-july-23-2026,highest-temperature-in-austin-on-july-23-2026-98-99f,austin,2026-07-23,1,NO,98-99°F,0.49,20.41,10.0,0.255,0.097,0.51,0.413,31,10.15,open,,,
2026-07-22T14:00:12Z,highest-temperature-in-austin-on-july-22-2026,highest-temperature-in-austin-on-july-22-2026-102-103f,austin,2026-07-22,0,NO,102-103°F,0.6,16.67,10.0,0.2,0.0,0.4,0.4,31,6.47,lost,0.0,-10.2,2026-07-23T10:00:12Z
2026-07-22T14:00:12Z,highest-temperature-in-kuala-lumpur-on-july-24-2026,highest-temperature-in-kuala-lumpur-on-july-24-2026-32c,kuala-lumpur,2026-07-24,2,NO,32°C,0.6,16.67,10.0,0.2,0.0,0.4,0.4,31,6.47,open,,,
2026-07-22T14:00:12Z,highest-temperature-in-munich-on-july-23-2026,highest-temperature-in-munich-on-july-23-2026-23c,munich,2026-07-23,1,NO,23°C,0.57,17.54,10.0,0.215,0.032,0.43,0.398,31,7.32,open,,,
2026-07-22T14:00:12Z,highest-temperature-in-kuala-lumpur-on-july-23-2026,highest-temperature-in-kuala-lumpur-on-july-23-2026-32c,kuala-lumpur,2026-07-23,1,NO,32°C,0.57,17.54,10.0,0.215,0.032,0.43,0.398,31,7.32,open,,,
2026-07-22T14:00:12Z,highest-temperature-in-seoul-on-july-24-2026,highest-temperature-in-seoul-on-july-24-2026-28c,seoul,2026-07-24,2,YES,28°C,0.19,52.63,10.0,0.405,0.581,0.19,0.391,31,42.23,open,,,
2026-07-22T15:00:02Z,highest-temperature-in-milan-on-july-22-2026,highest-temperature-in-milan-on-july-22-2026-29c,milan,2026-07-22,0,NO,29°C,0.42,23.81,10.0,0.29,0.032,0.58,0.548,31,13.52,lost,0.0,-10.29,2026-07-23T10:00:12Z
2026-07-22T15:00:02Z,highest-temperature-in-guangzhou-on-july-24-2026,highest-temperature-in-guangzhou-on-july-24-2026-35c,guangzhou,2026-07-24,2,YES,35°C,0.09,111.11,10.0,0.455,0.484,0.09,0.394,31,100.66,open,,,
2026-07-22T15:00:02Z,highest-temperature-in-karachi-on-july-23-2026,highest-temperature-in-karachi-on-july-23-2026-35c,karachi,2026-07-23,1,NO,35°C,0.61,16.39,10.0,0.195,0.0,0.39,0.39,31,6.2,open,,,
2026-07-22T15:00:02Z,highest-temperature-in-san-francisco-on-july-23-2026,highest-temperature-in-san-francisco-on-july-23-2026-68-69f,san-francisco,2026-07-23,1,NO,68-69°F,0.63,15.87,10.0,0.185,0.0,0.37,0.37,31,5.68,open,,,
2026-07-22T15:00:02Z,highest-temperature-in-shanghai-on-july-24-2026,highest-temperature-in-shanghai-on-july-24-2026-36c,shanghai,2026-07-24,2,NO,36°C,0.63,15.87,10.0,0.185,0.0,0.37,0.37,31,5.68,open,,,
2026-07-22T15:00:02Z,highest-temperature-in-guangzhou-on-july-24-2026,highest-temperature-in-guangzhou-on-july-24-2026-37c,guangzhou,2026-07-24,2,NO,37°C,0.63,15.87,10.0,0.185,0.0,0.37,0.37,31,5.68,open,,,
2026-07-22T15:00:02Z,highest-temperature-in-shenzhen-on-july-23-2026,highest-temperature-in-shenzhen-on-july-23-2026-34c,shenzhen,2026-07-23,1,NO,34°C,0.64,15.62,10.0,0.1799,0.0,0.36,0.36,31,5.44,open,,,
2026-07-22T15:00:02Z,highest-temperature-in-hong-kong-on-july-24-2026,highest-temperature-in-hong-kong-on-july-24-2026-34c,hong-kong,2026-07-24,2,NO,34°C,0.64,15.62,10.0,0.1799,0.0,0.36,0.36,31,5.44,open,,,
2026-07-22T15:00:02Z,highest-temperature-in-taipei-on-july-24-2026,highest-temperature-in-taipei-on-july-24-2026-36c,taipei,2026-07-24,2,NO,36°C,0.64,15.62,10.0,0.1799,0.0,0.36,0.36,31,5.44,open,,,
2026-07-22T15:00:02Z,highest-temperature-in-chongqing-on-july-24-2026,highest-temperature-in-chongqing-on-july-24-2026-40c,chongqing,2026-07-24,2,NO,40°C,0.64,15.62,10.0,0.1799,0.0,0.36,0.36,31,5.44,open,,,
2026-07-22T16:00:05Z,highest-temperature-in-paris-on-july-22-2026,highest-temperature-in-paris-on-july-22-2026-25c,paris,2026-07-22,0,NO,25°C,0.25,40.0,10.0,0.375,0.032,0.75,0.718,31,29.62,won,40.0,29.62,2026-07-23T10:00:12Z
2026-07-22T16:00:05Z,highest-temperature-in-sao-paulo-on-july-22-2026,highest-temperature-in-sao-paulo-on-july-22-2026-23c,sao-paulo,2026-07-22,0,NO,23°C,0.431,23.2,10.0,0.2845,0.0,0.569,0.569,31,12.92,lost,0.0,-10.28,2026-07-23T10:00:12Z
2026-07-22T16:00:05Z,highest-temperature-in-buenos-aires-on-july-22-2026,highest-temperature-in-buenos-aires-on-july-22-2026-14c,buenos-aires,2026-07-22,0,NO,14°C,0.48,20.83,10.0,0.26,0.0,0.52,0.52,31,10.57,won,20.83,10.57,2026-07-23T10:00:12Z
2026-07-22T16:00:05Z,highest-temperature-in-london-on-july-22-2026,highest-temperature-in-london-on-july-22-2026-25c,london,2026-07-22,0,NO,25°C,0.26,38.46,10.0,0.37,0.226,0.74,0.514,31,28.09,lost,0.0,-10.37,2026-07-23T10:00:12Z
2026-07-23T10:00:12Z,highest-temperature-in-tel-aviv-on-july-25-2026,highest-temperature-in-tel-aviv-on-july-25-2026-31corbelow,tel-aviv,2026-07-25,2,YES,<=31°C,0.027,370.37,10.0,0.4865,1.0,0.027,0.973,31,359.88,open,,,
2026-07-23T10:00:12Z,highest-temperature-in-chengdu-on-july-23-2026,highest-temperature-in-chengdu-on-july-23-2026-37c,chengdu,2026-07-23,0,NO,37°C,0.039,256.41,10.0,0.4805,0.0,0.961,0.961,31,245.93,open,,,
2026-07-23T10:00:12Z,highest-temperature-in-kuala-lumpur-on-july-23-2026,highest-temperature-in-kuala-lumpur-on-july-23-2026-31c,kuala-lumpur,2026-07-23,0,NO,31°C,0.07,142.86,10.0,0.465,0.0,0.93,0.93,31,132.4,open,,,
2026-07-23T10:00:12Z,highest-temperature-in-wuhan-on-july-23-2026,highest-temperature-in-wuhan-on-july-23-2026-33c,wuhan,2026-07-23,0,NO,33°C,0.026,384.62,10.0,0.487,0.065,0.974,0.909,31,374.13,open,,,
2026-07-23T10:00:12Z,highest-temperature-in-tel-aviv-on-july-23-2026,highest-temperature-in-tel-aviv-on-july-23-2026-33c,tel-aviv,2026-07-23,0,NO,33°C,0.22,45.45,10.0,0.39,0.0,0.78,0.78,31,35.06,open,,,
2026-07-23T10:00:12Z,highest-temperature-in-lucknow-on-july-25-2026,highest-temperature-in-lucknow-on-july-25-2026-35corhigher,lucknow,2026-07-25,2,YES,>=35°C,0.08,125.0,10.0,0.46,0.806,0.08,0.726,31,114.54,open,,,
2026-07-23T10:00:12Z,highest-temperature-in-wuhan-on-july-23-2026,highest-temperature-in-wuhan-on-july-23-2026-34c,wuhan,2026-07-23,0,YES,34°C,0.024,416.67,10.0,0.488,0.71,0.024,0.686,31,406.18,open,,,
2026-07-23T10:00:12Z,highest-temperature-in-qingdao-on-july-24-2026,highest-temperature-in-qingdao-on-july-24-2026-28c,qingdao,2026-07-24,1,YES,28°C,0.106,94.34,10.0,0.447,0.742,0.106,0.636,31,83.89,open,,,
2026-07-23T10:00:12Z,highest-temperature-in-beijing-on-july-24-2026,highest-temperature-in-beijing-on-july-24-2026-34corhigher,beijing,2026-07-24,1,YES,>=34°C,0.02,500.0,10.0,0.49,0.645,0.02,0.625,31,489.51,open,,,
2026-07-23T10:00:12Z,highest-temperature-in-chengdu-on-july-24-2026,highest-temperature-in-chengdu-on-july-24-2026-36c,chengdu,2026-07-24,1,YES,36°C,0.043,232.56,10.0,0.4785,0.645,0.043,0.602,31,222.08,open,,,
2026-07-23T11:00:02Z,highest-temperature-in-lucknow-on-july-23-2026,highest-temperature-in-lucknow-on-july-23-2026-31c,lucknow,2026-07-23,0,NO,31°C,0.026,384.62,10.0,0.487,0.0,0.974,0.974,31,374.13,open,,,
2026-07-23T11:00:02Z,highest-temperature-in-warsaw-on-july-23-2026,highest-temperature-in-warsaw-on-july-23-2026-19c,warsaw,2026-07-23,0,NO,19°C,0.07,142.86,10.0,0.465,0.161,0.93,0.769,31,132.4,open,,,
2026-07-23T11:00:02Z,highest-temperature-in-nyc-on-july-23-2026,highest-temperature-in-nyc-on-july-23-2026-80-81f,nyc,2026-07-23,0,NO,80-81°F,0.43,23.26,10.0,0.2851,0.0,0.57,0.57,31,12.97,open,,,
2026-07-23T11:00:02Z,highest-temperature-in-guangzhou-on-july-25-2026,highest-temperature-in-guangzhou-on-july-25-2026-36c,guangzhou,2026-07-25,2,YES,36°C,0.21,47.62,10.0,0.395,0.742,0.21,0.532,31,37.22,open,,,
2026-07-23T11:00:02Z,highest-temperature-in-tel-aviv-on-july-25-2026,highest-temperature-in-tel-aviv-on-july-25-2026-34c,tel-aviv,2026-07-25,2,NO,34°C,0.52,19.23,10.0,0.24,0.0,0.48,0.48,31,8.99,open,,,
2026-07-23T11:00:02Z,highest-temperature-in-panama-city-on-july-24-2026,highest-temperature-in-panama-city-on-july-24-2026-28c,panama-city,2026-07-24,1,YES,28°C,0.037,270.27,10.0,0.4815,0.516,0.037,0.479,31,259.79,open,,,
2026-07-23T11:00:02Z,highest-temperature-in-madrid-on-july-23-2026,highest-temperature-in-madrid-on-july-23-2026-38c,madrid,2026-07-23,0,NO,38°C,0.25,40.0,10.0,0.375,0.29,0.75,0.46,31,29.62,open,,,
2026-07-23T11:00:02Z,highest-temperature-in-cape-town-on-july-24-2026,highest-temperature-in-cape-town-on-july-24-2026-18c,cape-town,2026-07-24,1,NO,18°C,0.54,18.52,10.0,0.23,0.0,0.46,0.46,31,8.29,open,,,
2026-07-23T11:00:02Z,highest-temperature-in-seoul-on-july-25-2026,highest-temperature-in-seoul-on-july-25-2026-28c,seoul,2026-07-25,2,YES,28°C,0.16,62.5,10.0,0.42,0.613,0.16,0.453,31,52.08,open,,,
2026-07-23T11:00:02Z,highest-temperature-in-cape-town-on-july-23-2026,highest-temperature-in-cape-town-on-july-23-2026-15c,cape-town,2026-07-23,0,NO,15°C,0.55,18.18,10.0,0.225,0.0,0.45,0.45,31,7.96,open,,,
2026-07-23T12:00:15Z,highest-temperature-in-ankara-on-july-23-2026,highest-temperature-in-ankara-on-july-23-2026-30c,ankara,2026-07-23,0,NO,30°C,0.11,90.91,10.0,0.445,0.0,0.89,0.89,31,80.47,open,,,
2026-07-23T12:00:15Z,highest-temperature-in-helsinki-on-july-23-2026,highest-temperature-in-helsinki-on-july-23-2026-20c,helsinki,2026-07-23,0,NO,20°C,0.03,333.33,10.0,0.485,0.097,0.97,0.873,31,322.84,open,,,
2026-07-23T12:00:15Z,highest-temperature-in-nyc-on-july-23-2026,highest-temperature-in-nyc-on-july-23-2026-84-85f,nyc,2026-07-23,0,YES,84-85°F,0.042,238.1,10.0,0.479,0.677,0.042,0.635,31,227.62,open,,,
2026-07-23T12:00:15Z,highest-temperature-in-warsaw-on-july-23-2026,highest-temperature-in-warsaw-on-july-23-2026-20c,warsaw,2026-07-23,0,YES,20°C,0.029,344.83,10.0,0.4855,0.613,0.029,0.584,31,334.34,open,,,
2026-07-23T12:00:15Z,highest-temperature-in-paris-on-july-23-2026,highest-temperature-in-paris-on-july-23-2026-25c,paris,2026-07-23,0,NO,25°C,0.35,28.57,10.0,0.325,0.097,0.65,0.553,31,18.25,open,,,
2026-07-23T12:00:15Z,highest-temperature-in-warsaw-on-july-24-2026,highest-temperature-in-warsaw-on-july-24-2026-22c,warsaw,2026-07-24,1,YES,22°C,0.14,71.43,10.0,0.43,0.677,0.14,0.537,31,61.0,open,,,
2026-07-23T12:00:15Z,highest-temperature-in-miami-on-july-24-2026,highest-temperature-in-miami-on-july-24-2026-88-89f,miami,2026-07-24,1,YES,88-89°F,0.32,31.25,10.0,0.34,0.806,0.32,0.486,31,20.91,open,,,
2026-07-23T12:00:15Z,highest-temperature-in-chicago-on-july-23-2026,highest-temperature-in-chicago-on-july-23-2026-78-79f,chicago,2026-07-23,0,NO,78-79°F,0.49,20.41,10.0,0.255,0.032,0.51,0.478,31,10.15,open,,,
2026-07-23T12:00:15Z,highest-temperature-in-taipei-on-july-24-2026,highest-temperature-in-taipei-on-july-24-2026-34c,taipei,2026-07-24,1,YES,34°C,0.14,71.43,10.0,0.43,0.613,0.14,0.473,31,61.0,open,,,
2026-07-23T12:00:15Z,highest-temperature-in-shenzhen-on-july-24-2026,highest-temperature-in-shenzhen-on-july-24-2026-34c,shenzhen,2026-07-24,1,NO,34°C,0.54,18.52,10.0,0.23,0.0,0.46,0.46,31,8.29,open,,,
2026-07-23T13:00:10Z,highest-temperature-in-dallas-on-july-23-2026,highest-temperature-in-dallas-on-july-23-2026-98-99f,dallas,2026-07-23,0,NO,98-99°F,0.44,22.73,10.0,0.28,0.097,0.56,0.463,31,12.45,open,,,
2026-07-23T13:00:10Z,highest-temperature-in-beijing-on-july-25-2026,highest-temperature-in-beijing-on-july-25-2026-34c,beijing,2026-07-25,2,YES,34°C,0.11,90.91,10.0,0.445,0.548,0.11,0.438,31,80.47,open,,,
2026-07-23T13:00:10Z,highest-temperature-in-helsinki-on-july-24-2026,highest-temperature-in-helsinki-on-july-24-2026-19c,helsinki,2026-07-24,1,YES,19°C,0.12,83.33,10.0,0.44,0.548,0.12,0.428,31,72.89,open,,,
2026-07-23T13:00:10Z,highest-temperature-in-chongqing-on-july-24-2026,highest-temperature-in-chongqing-on-july-24-2026-38c,chongqing,2026-07-24,1,YES,38°C,0.09,111.11,10.0,0.455,0.516,0.09,0.426,31,100.66,open,,,
2026-07-23T13:00:10Z,highest-temperature-in-paris-on-july-24-2026,highest-temperature-in-paris-on-july-24-2026-28c,paris,2026-07-24,1,NO,28°C,0.51,19.61,10.0,0.245,0.065,0.49,0.425,31,9.37,open,,,
